N,west_germany,usa,france,uk,canada,japan,west_germany_recall,west_germany_precision,west_germany_f1,usa_recall,usa_precision,usa_f1,france_recall,france_precision,france_f1,uk_recall,uk_precision,uk_f1,canada_recall,canada_precision,canada_f1,japan_recall,japan_precision,japan_f1,accuracy,recall,precision,f1
2,3,256,0,8,31,2,0.0,0.0,0.0,0.09765625,0.9615384615384616,0.12900597501357958,0.0,0.0,0.0,0.25,0.3333333333333333,0.2159090909090909,0.967741935483871,0.11363636363636363,0.3176372248537197,0.0,0.0,0.0,0.8411441336441337,0.14866518767071468,0.19,0.19
3,3,256,0,8,31,2,0.0,0.0,0.0,0.10546875,0.9,0.1190578619057862,0.0,0.0,0.0,0.875,0.02734375,0.2364085667215815,0.22580645161290322,0.7,0.17027588252743994,0.0,0.0,0.0,0.8410624999999999,0.1254954451333485,0.13666666666666666,0.13666666666666666
5,3,256,0,8,31,2,0.0,0.0,0.0,0.10546875,0.9,0.12030553787396563,0.0,0.0,0.0,0.875,0.028455284552845527,0.24137931034482757,0.25806451612903225,0.42105263157894735,0.18152350081037277,0.0,0.0,0.0,0.8122675795179004,0.12785493567871792,0.14,0.14
8,3,256,0,8,31,2,0.0,0.0,0.0,0.9609375,0.8880866425992779,0.9058112212734254,0.0,0.0,0.0,0.25,0.4,0.3870481927710843,0.2903225806451613,0.6923076923076923,0.4336739476891348,0.0,0.0,0.0,0.8400390632231787,0.8280931685550958,0.8566666666666667,0.8566666666666667
10,3,256,0,8,31,2,0.0,0.0,0.0,0.96484375,0.8884892086330936,0.9094100522304992,0.0,0.0,0.0,0.25,0.5,0.3873873873873874,0.2903225806451613,0.6923076923076923,0.43409983174425126,0.0,0.0,0.0,0.843049252905368,0.8312172241805956,0.86,0.86
15,3,256,0,8,31,2,0.0,0.0,0.0,0.9765625,0.8896797153024911,0.9202064647148417,0.0,0.0,0.0,0.25,0.5,0.3883928571428571,0.2903225806451613,0.9,0.43536280233527946,0.0,0.0,0.0,0.865526690391459,0.8405874823217867,0.87,0.87
