Summary,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,T
few Block Groups are in wealthy area AND far from city(LA),0.0,0.1893623932914602,0.3146,0.0,0.5,0.965,0.965,0.1893623932914602,0.0,0.0,0.5,0.32939316241662914
hundreds Block Groups are in wealthy area AND far from city(LA),0.0,0.1893623932914602,0.3146,0.0,0.5,0.91,0.91,0.1893623932914602,0.0,0.0,0.5,0.31939316241662913
around 1000 Block Groups are in wealthy area AND far from city(LA),0.9438451274176877,0.1893623932914602,0.3146,0.0,0.5,0.7769846686690097,0.7769846686690097,0.1893623932914602,0.0,0.0,0.5,0.3810126592126025
close to 2000-3000 Block Groups are in wealthy area AND far from city(LA),0.10199398767706588,0.1893623932914602,0.3146,0.0,0.5,0.65,0.65,0.1893623932914602,0.0,0.0,0.5,0.28139261584181696
approximately 5000 Block Groups are in wealthy area AND far from city(LA),0.0,0.1893623932914602,0.3146,0.0,0.5,0.4052924497840259,0.4052924497840259,0.1893623932914602,0.0,0.0,0.5,0.22762815328645203
nearly 6000 Block Groups are in wealthy area AND far from city(LA),0.0,0.1893623932914602,0.3146,0.0,0.5,0.25661556223003246,0.25661556223003246,0.1893623932914602,0.0,0.0,0.5,0.20059599191299865
above 7500 Block Groups are in wealthy area AND far from city(LA),0.0,0.1893623932914602,0.3146,0.0,0.5,0.6,0.6,0.1893623932914602,0.0,0.0,0.5,0.26302952605299273
