N,west_germany,usa,france,uk,canada,japan,west_germany_recall,west_germany_precision,west_germany_f1,usa_recall,usa_precision,usa_f1,france_recall,france_precision,france_f1,uk_recall,uk_precision,uk_f1,canada_recall,canada_precision,canada_f1,japan_recall,japan_precision,japan_f1,accuracy,recall,precision,f1
2,8,394,0,37,54,7,0.125,1.0,0.15325077399380804,0.08629441624365482,0.9444444444444444,0.120201406992108,0.0,0.0,0.0,0.16216216216216217,0.6666666666666666,0.17829806393516434,0.9814814814814815,0.12045454545454545,0.32952333103058473,0.7142857142857143,0.35714285714285715,0.31005324146570623,0.198,0.8275646464646464,0.198,0.15029404295670726
3,8,394,0,37,54,7,0.125,1.0,0.1488673139158576,0.09898477157360407,0.9069767441860465,0.1287221066226591,0.0,0.0,0.0,0.8108108108108109,0.07177033492822966,0.299934796783308,0.3148148148148148,0.68,0.23225423225423225,0.7142857142857143,0.38461538461538464,0.29262086513994906,0.184,0.814833294587909,0.184,0.15519022119869028
5,8,394,0,37,54,7,0.0,0.0,0.0,0.9238578680203046,0.8465116279069768,0.8540207672168739,0.0,0.0,0.0,0.13513513513513514,0.5555555555555556,0.23096166152772124,0.42592592592592593,0.46938775510204084,0.5544356062906065,0.7142857142857143,0.4166666666666667,0.7520363705247205,0.794,0.7646894847861625,0.794,0.7604670821866796
10,8,394,0,37,54,7,0.0,0.0,0.0,0.9771573604060914,0.8406113537117904,0.8940669845671706,0.0,0.0,0.0,0.13513513513513514,0.7142857142857143,0.2321911632100992,0.3148148148148148,0.7391304347826086,0.45557434629894633,0.7142857142857143,0.4166666666666667,0.7652303120356612,0.824,0.8009183098718888,0.824,0.7816221836852631
