K,west_germany_learning_set,west_germany_expected,west_germany_result,usa_learning_set,usa_expected,usa_result,france_learning_set,france_expected,france_result,uk_learning_set,uk_expected,uk_result,canada_learning_set,canada_expected,canada_result,japan_learning_set,japan_expected,japan_result,west_germany_recall,west_germany_precision,west_germany_f1,usa_recall,usa_precision,usa_f1,france_recall,france_precision,france_f1,uk_recall,uk_precision,uk_f1,canada_recall,canada_precision,canada_f1,japan_recall,japan_precision,japan_f1,accuracy,recall,precision,f1
1,274,56,24,8609,2269,2582,0,0,0,819,119,50,693,156,22,397,101,23,0.2857142857142857,0.6666666666666666,0.4285648169574675,0.989422653151168,0.8694810224632068,0.9185144143762017,0.0,0.0,0.0,0.20168067226890757,0.48,0.32652677419639214,0.11538461538461539,0.8181818181818182,0.20338834141127202,0.1188118811881188,0.5217391304347826,0.2086940843716077,0.8570899666790077,0.8144288063236881,0.8321502366207426,0.8570899666790077
2,274,56,34,8609,2269,2570,0,0,0,819,119,25,693,156,31,397,101,41,0.30357142857142855,0.5,0.44798903890617414,0.9858968708682239,0.8704280155642024,0.9155068774337842,0.0,0.0,0.0,0.12605042016806722,0.6,0.21969305162025213,0.1346153846153846,0.6774193548387096,0.23258927607379626,0.1782178217821782,0.43902439024390244,0.2949248560658228,0.8544983339503888,0.8125091824320521,0.8235542577136793,0.8544983339503888
3,274,56,26,8609,2269,2568,0,0,0,819,119,46,693,156,30,397,101,31,0.21428571428571427,0.46153846153846156,0.3428232795871503,0.988541207580432,0.8734423676012462,0.9179219491637006,0.0,0.0,0.0,0.18487394957983194,0.4782608695652174,0.3041208167556782,0.1282051282051282,0.6666666666666666,0.22303399485306166,0.16831683168316833,0.5483870967741935,0.28135650196151357,0.8567197334320622,0.8150180279150067,0.8233939378696171,0.8567197334320622
5,274,56,23,8609,2269,2569,0,0,0,819,119,49,693,156,30,397,101,30,0.21428571428571427,0.5217391304347826,0.34303027317289453,0.9876597620096959,0.8723238614246789,0.9190260166494542,0.0,0.0,0.0,0.21008403361344538,0.5102040816326531,0.33762553676787194,0.16025641025641027,0.8333333333333334,0.270134380506563,0.1782178217821782,0.6,0.2952102007143892,0.8593113661606813,0.8206643315741753,0.836665871377723,0.8593113661606813
8,274,56,18,8609,2269,2566,0,0,0,819,119,54,693,156,31,397,101,32,0.19642857142857142,0.6111111111111112,0.319737394365756,0.9876597620096959,0.8733437256430242,0.9188142356544183,0.0,0.0,0.0,0.21008403361344538,0.46296296296296297,0.33759694998617595,0.16025641025641027,0.8064516129032258,0.27011608005681753,0.1782178217821782,0.5625,0.2951883451498208,0.8589411329137356,0.820000356601891,0.8343393853801333,0.8589411329137356
12,274,56,18,8609,2269,2568,0,0,0,819,119,50,693,156,31,397,101,34,0.17857142857142858,0.5555555555555556,0.29573896548651163,0.9876597620096959,0.8726635514018691,0.9194493240271753,0.0,0.0,0.0,0.2184873949579832,0.52,0.3484536855678281,0.16025641025641027,0.8064516129032258,0.27017094156259525,0.2079207920792079,0.6176470588235294,0.33488247569883023,0.8600518326545724,0.8220021043305531,0.8371912305797972,0.8600518326545724
15,274,56,16,8609,2269,2565,0,0,0,819,119,54,693,156,29,397,101,37,0.19642857142857142,0.6875,0.31986542514273564,0.9876597620096959,0.8736842105263158,0.9198722922617436,0.0,0.0,0.0,0.23529411764705882,0.5185185185185185,0.3695682409743885,0.14743589743589744,0.7931034482758621,0.2517519060879473,0.21782178217821782,0.5945945945945946,0.3476670960111743,0.8607922991484636,0.823202143529319,0.8390860308674576,0.8607922991484636
20,274,56,14,8609,2269,2567,0,0,0,819,119,56,693,156,29,397,101,35,0.16071428571428573,0.6428571428571429,0.2707845869656804,0.9872190392243279,0.872613946240748,0.9188351719762907,0.0,0.0,0.0,0.23529411764705882,0.5,0.3694315672191162,0.14743589743589744,0.7931034482758621,0.25168847639904857,0.2079207920792079,0.6,0.33482630468980773,0.8593113661606813,0.8208234571178373,0.8366476053133252,0.8593113661606813
30,274,56,13,8609,2269,2569,0,0,0,819,119,56,693,156,28,397,101,35,0.14285714285714285,0.6153846153846154,0.24497122643999786,0.9876597620096959,0.8723238614246789,0.9188142356544183,0.0,0.0,0.0,0.23529411764705882,0.5,0.36939734097603694,0.14102564102564102,0.7857142857142857,0.24227349753881644,0.2079207920792079,0.6,0.33479818994574645,0.8589411329137356,0.819724344967508,0.8354075559443033,0.8589411329137356
50,274,56,10,8609,2269,2579,0,0,0,819,119,55,693,156,23,397,101,34,0.10714285714285714,0.6,0.19046573839083614,0.9876597620096959,0.8689414501744862,0.9175417641778271,0.0,0.0,0.0,0.24369747899159663,0.5272727272727272,0.37945687668754147,0.10897435897435898,0.7391304347826086,0.1933541573994657,0.2079207920792079,0.6176470588235294,0.3346290908464889,0.8567197334320622,0.8151368009348413,0.8314181065378109,0.8567197334320622
