K,west_germany_learning_set,west_germany_expected,west_germany_result,usa_learning_set,usa_expected,usa_result,france_learning_set,france_expected,france_result,uk_learning_set,uk_expected,uk_result,canada_learning_set,canada_expected,canada_result,japan_learning_set,japan_expected,japan_result,west_germany_recall,west_germany_precision,west_germany_f1,usa_recall,usa_precision,usa_f1,france_recall,france_precision,france_f1,uk_recall,uk_precision,uk_f1,canada_recall,canada_precision,canada_f1,japan_recall,japan_precision,japan_f1,accuracy,recall,precision,f1
1,150,180,126,5430,5448,6049,0,0,0,518,420,110,456,393,192,192,306,270,0.35,0.5,0.49479544904381506,0.9647577092511013,0.8689039510662919,0.9003083247687564,0.0,0.0,0.0,0.1523809523809524,0.5818181818181818,0.2581500718311416,0.3460559796437659,0.7083333333333334,0.49084122314785056,0.5718954248366013,0.6481481481481481,0.6817787621245881,0.8439306358381503,0.8439306358381503,0.8157537966865837,0.8218260997637657
2,150,180,38,5430,5448,6320,0,0,0,518,420,102,456,393,41,192,306,246,0.15555555555555556,0.7368421052631579,0.2621612797910545,0.9818281938325991,0.8463607594936708,0.9013766165892537,0.0,0.0,0.0,0.11904761904761904,0.49019607843137253,0.20832638417890642,0.07124681933842239,0.6829268292682927,0.1312677520017982,0.5424836601307189,0.6747967479674797,0.6570963384868037,0.8331110123017638,0.8331110123017638,0.7852446457698907,0.8039670073203722
3,150,180,55,5430,5448,673,0,0,0,518,420,5554,456,393,182,192,306,283,0.19444444444444445,0.6363636363636364,0.19021039537022014,0.10113803230543318,0.8187221396731055,0.13106767478339837,0.0,0.0,0.0,0.819047619047619,0.061937342455887646,0.3033637494698942,0.35877862595419846,0.7747252747252747,0.24512659739019402,0.6045751633986928,0.6537102473498233,0.28466228206386274,0.18615681043426707,0.18615681043426707,0.15698069501257414,0.7567007149803001
5,150,180,51,5430,5448,5962,0,0,0,518,420,260,456,393,185,192,306,289,0.18333333333333332,0.6470588235294118,0.30076262299687345,0.9557635829662261,0.8733646427373365,0.8922593072667226,0.0,0.0,0.0,0.1880952380952381,0.3038461538461538,0.30714074423028515,0.361323155216285,0.7675675675675676,0.5046907675884502,0.6013071895424836,0.6366782006920415,0.6997262883747,0.8366681488068771,0.8366681488068771,0.8087483039291806,0.8149776389431609
8,150,180,46,5430,5448,6107,0,0,0,518,420,121,456,393,182,192,306,291,0.17222222222222222,0.6739130434782609,0.28637978878682585,0.9732011747430249,0.8681840510889144,0.9071042558019409,0.0,0.0,0.0,0.16428571428571428,0.5702479338842975,0.2753213767635383,0.35877862595419846,0.7747252747252747,0.504475263842977,0.6143790849673203,0.6460481099656358,0.7130274687785603,0.8494145546168668,0.8494145546168668,0.8189613917248877,0.8289362598201296
12,150,180,90,5430,5448,6033,0,0,0,518,420,133,456,393,198,192,306,293,0.3,0.6,0.44327728381360415,0.966776798825257,0.873031659207691,0.9037994927603379,0.0,0.0,0.0,0.1738095238095238,0.5488721804511278,0.2885195222281018,0.37150127226463103,0.7373737373737373,0.5167563269960591,0.6045751633986928,0.6313993174061433,0.7060727422421997,0.8485252704905885,0.8485252704905885,0.8217001989945364,0.8267079983795957
15,150,180,49,5430,5448,6221,0,0,0,518,420,119,456,393,196,192,306,162,0.17777777777777778,0.6530612244897959,0.29320936518301216,0.9759544787077826,0.8546857418421475,0.9006159162887013,0.0,0.0,0.0,0.1595238095238095,0.5630252100840336,0.2679269506027252,0.36895674300254455,0.7397959183673469,0.511979113853534,0.26143790849673204,0.49382716049382713,0.3983219074401145,0.8360752927226915,0.8360752927226915,0.7996082425297234,0.8080925503525944
20,150,180,89,5430,5448,6196,0,0,0,518,420,116,456,393,197,192,306,149,0.29444444444444445,0.5955056179775281,0.43557277662865457,0.9741189427312775,0.8565203357004519,0.9000910392078015,0.0,0.0,0.0,0.1595238095238095,0.5775862068965517,0.2679497712866723,0.36895674300254455,0.7360406091370558,0.5120624501197751,0.23529411764705882,0.48322147651006714,0.36728053621396495,0.8365199347858308,0.8365199347858308,0.8015809059309631,0.8082451071930504
30,150,180,89,5430,5448,6047,0,0,0,518,420,115,456,393,197,192,306,299,0.28888888888888886,0.5842696629213483,0.43104861008567347,0.968245227606461,0.8723333884570862,0.9045248372356748,0.0,0.0,0.0,0.15476190476190477,0.5652173913043478,0.26178531550303763,0.36895674300254455,0.7360406091370558,0.5143167402426972,0.6176470588235294,0.6321070234113713,0.714960564376834,0.8486734845116348,0.8486734845116348,0.8205564409665548,0.8266964358296455
50,150,180,71,5430,5448,6076,0,0,0,518,420,109,456,393,191,192,306,300,0.23333333333333334,0.5915492957746479,0.3658095721849274,0.9689794419970631,0.868828176431863,0.9034954601234642,0.0,0.0,0.0,0.14523809523809525,0.5596330275229358,0.24792803104314343,0.35368956743002544,0.7277486910994765,0.49888383000776587,0.6176470588235294,0.63,0.7141176855940707,0.8463020601748925,0.8463020601748925,0.8161849888496929,0.8231341167336526
