K,west_germany_learning_set,west_germany_expected,west_germany_result,usa_learning_set,usa_expected,usa_result,france_learning_set,france_expected,france_result,uk_learning_set,uk_expected,uk_result,canada_learning_set,canada_expected,canada_result,japan_learning_set,japan_expected,japan_result,west_germany_recall,west_germany_precision,west_germany_f1,usa_recall,usa_precision,usa_f1,france_recall,france_precision,france_f1,uk_recall,uk_precision,uk_f1,canada_recall,canada_precision,canada_f1,japan_recall,japan_precision,japan_f1,accuracy,recall,precision,f1
1,150,180,125,5430,5448,6048,0,0,0,518,420,109,456,393,193,192,306,272,0.35,0.504,0.49474448838696455,0.9643906020558003,0.8687169312169312,0.8999797979962129,0.0,0.0,0.0,0.15,0.5779816513761468,0.25471170411915184,0.3460559796437659,0.7046632124352331,0.49079107371325464,0.5751633986928104,0.6470588235294118,0.683998219323616,0.8436342077960575,0.8436342077960575,0.8153708626360459,0.8212797950696413
2,150,180,127,5430,5448,492,0,0,0,518,420,5615,456,393,195,192,306,318,0.3611111111111111,0.5118110236220472,0.24005358542841698,0.08370044052863436,0.926829268292683,0.11422298435858294,0.0,0.0,0.0,0.8714285714285714,0.06518254674977739,0.29807221683985363,0.3460559796437659,0.6974358974358974,0.23663183200757942,0.6209150326797386,0.5974842767295597,0.27883235699058984,0.17978360752927228,0.17978360752927228,0.143620246991776,0.8338211062571461
3,150,180,55,5430,5448,634,0,0,0,518,420,5564,456,393,183,192,306,311,0.19444444444444445,0.6363636363636364,0.18951162058596843,0.09820117474302496,0.8438485804416404,0.12825640630795934,0.0,0.0,0.0,0.8214285714285714,0.06200575125808771,0.3017512112237436,0.35877862595419846,0.7704918032786885,0.24396731506495778,0.6241830065359477,0.6141479099678456,0.28519768490994507,0.18482288424484955,0.18482288424484955,0.1545484138710806,0.7749529384109373
5,150,180,54,5430,5448,623,0,0,0,518,420,5575,456,393,186,192,306,309,0.19444444444444445,0.6481481481481481,0.18974509102343082,0.09783406754772393,0.85553772070626,0.12804926624647286,0.0,0.0,0.0,0.8380952380952381,0.0631390134529148,0.30345413566606805,0.3638676844783715,0.7688172043010753,0.24552374163073093,0.6111111111111112,0.6051779935275081,0.28433470847937803,0.18526752630798873,0.18526752630798873,0.15454490990519001,0.7842721479226821
8,150,180,51,5430,5448,6051,0,0,0,518,420,128,456,393,198,192,306,319,0.18333333333333332,0.6470588235294118,0.3014543598444273,0.9686123348017621,0.8720872583044125,0.9040108600354819,0.0,0.0,0.0,0.16666666666666666,0.546875,0.2785531603945926,0.37150127226463103,0.7373737373737373,0.5165637657646286,0.6274509803921569,0.6018808777429467,0.7210564271105488,0.8474877723432637,0.8474877723432637,0.8181351866388554,0.825737794405655
12,150,180,49,5430,5448,6062,0,0,0,518,420,126,456,393,198,192,306,312,0.17222222222222222,0.6326530612244898,0.2862954290654004,0.9693465491923642,0.871164632134609,0.9045835849279888,0.0,0.0,0.0,0.17142857142857143,0.5714285714285714,0.2851979710614539,0.37150127226463103,0.7373737373737373,0.5166463321287246,0.6241830065359477,0.6121794871794872,0.7190536777675672,0.8479324144064029,0.8479324144064029,0.8185208432916453,0.826604011968958
15,150,180,49,5430,5448,6211,0,0,0,518,420,124,456,393,197,192,306,166,0.17777777777777778,0.6530612244897959,0.2932002495321273,0.9752202643171806,0.8554178071164064,0.900217234984877,0.0,0.0,0.0,0.16428571428571428,0.5564516129032258,0.2746033207695752,0.37150127226463103,0.7411167512690355,0.5143956956279739,0.26143790849673204,0.4819277108433735,0.3983050847457627,0.8359270787016452,0.8359270787016452,0.7998416778050409,0.8078117198405963
20,150,180,89,5430,5448,6175,0,0,0,518,420,126,456,393,197,192,306,160,0.29444444444444445,0.5955056179775281,0.4355325816315904,0.9720998531571219,0.8576518218623482,0.8990568458471803,0.0,0.0,0.0,0.16666666666666666,0.5555555555555556,0.27793788024335575,0.36895674300254455,0.7360406091370558,0.5120068994414544,0.2549019607843137,0.4875,0.3907066929815449,0.8362235067437379,0.8362235067437379,0.802425734415915,0.8079813886862642
30,150,180,90,5430,5448,6017,0,0,0,518,420,138,456,393,197,192,306,305,0.29444444444444445,0.5888888888888889,0.4372421471218776,0.9664096916299559,0.8750207744723284,0.9038911195249316,0.0,0.0,0.0,0.17857142857142858,0.5434782608695652,0.295076731283388,0.36895674300254455,0.7360406091370558,0.5143711608806414,0.6209150326797386,0.6229508196721312,0.7172509422683904,0.8489699125537276,0.8489699125537276,0.8223894008230337,0.8272211292575955
50,150,180,76,5430,5448,6031,0,0,0,518,420,131,456,393,191,192,306,318,0.25,0.5921052631578947,0.3859803291986345,0.9658590308370044,0.8724921240258664,0.9021366717232046,0.0,0.0,0.0,0.17142857142857143,0.549618320610687,0.2851056039145848,0.35368956743002544,0.7277486910994765,0.49888383000776587,0.6274509803921569,0.6037735849056604,0.7206269201796834,0.8463020601748925,0.8463020601748925,0.8182354503062004,0.8242946029792584
