Summary,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,T
almost_none Block Groups are aged AND practically worthless,1.0,0.7039771367811145,0.0885,0.01738917000000001,0.5,0.8,0.8,0.7039771367811145,0.0,0.0,0.5,0.4648948585056572
around 20 % Block Groups are aged AND practically worthless,0.002338948203839752,0.7039771367811145,0.0885,0.01738917000000001,0.5,0.6283077811150161,0.6283077811150161,0.7039771367811145,0.0,0.0,0.5,0.34298163218146377
nearly 1/3 Block Groups are aged AND practically worthless,0.0,0.7039771367811145,0.0885,0.01738917000000001,0.5,0.8,0.8,0.7039771367811145,0.0,0.0,0.5,0.37398576759656627
approximately half Block Groups are aged AND practically worthless,0.0,0.7039771367811145,0.0885,0.01738917000000001,0.5,0.7,0.7,0.7039771367811145,0.0,0.0,0.5,0.3558039494147481
most Block Groups are aged AND practically worthless,0.0,0.7039771367811145,0.0885,0.01738917000000001,0.5,0.55,0.55,0.7039771367811145,0.0,0.0,0.5,0.32853122214202085
almost all Block Groups are aged AND practically worthless,0.0,0.7039771367811145,0.0885,0.01738917000000001,0.5,0.8,0.8,0.7039771367811145,0.0,0.0,0.5,0.37398576759656627
