Summary,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,T
almost_none Block Groups are practically worthless,0.836536666666667,0.824740928903386,0.1811,0.0,1.0,0.8,0.8,0.824740928903386,0.0,0.0,1.0,0.5697380476794036
around 20 % Block Groups are practically worthless,0.04289194743907028,0.824740928903386,0.1811,0.0,1.0,0.6283077811150161,0.6283077811150161,0.824740928903386,0.0,0.0,1.0,0.46637176067962494
nearly 1/3 Block Groups are practically worthless,0.0,0.824740928903386,0.1811,0.0,1.0,0.8,0.8,0.824740928903386,0.0,0.0,1.0,0.49368925980061573
approximately half Block Groups are practically worthless,0.0,0.824740928903386,0.1811,0.0,1.0,0.7,0.7,0.824740928903386,0.0,0.0,1.0,0.47550744161879743
most Block Groups are practically worthless,0.0,0.824740928903386,0.1811,0.0,1.0,0.55,0.55,0.824740928903386,0.0,0.0,1.0,0.4482347143460702
almost all Block Groups are practically worthless,0.0,0.824740928903386,0.1811,0.0,1.0,0.8,0.8,0.824740928903386,0.0,0.0,1.0,0.49368925980061573
