K,west_germany_learning_set,west_germany_expected,west_germany_result,usa_learning_set,usa_expected,usa_result,france_learning_set,france_expected,france_result,uk_learning_set,uk_expected,uk_result,canada_learning_set,canada_expected,canada_result,japan_learning_set,japan_expected,japan_result,west_germany_recall,west_germany_precision,west_germany_f1,usa_recall,usa_precision,usa_f1,france_recall,france_precision,france_f1,uk_recall,uk_precision,uk_f1,canada_recall,canada_precision,canada_f1,japan_recall,japan_precision,japan_f1,accuracy,recall,precision,f1
1,103,227,113,4367,6511,7622,0,0,0,396,542,178,389,460,53,141,357,131,0.2907488986784141,0.584070796460177,0.4292253821344255,0.979573030256489,0.8367882445552348,0.8924524791664519,0.0,0.0,0.0,0.15867158671586715,0.48314606741573035,0.2658694719423515,0.07391304347826087,0.6415094339622641,0.1355971318487748,0.20168067226890757,0.549618320610687,0.323703369471104,0.7822756057447915,0.8195628010374213,0.8195628010374213,0.769449214640195
2,103,227,114,4367,6511,7453,0,0,0,396,542,180,389,460,224,141,357,126,0.29515418502202645,0.5877192982456141,0.43541404169800507,0.9731224082322224,0.8501274654501543,0.8957004419766152,0.0,0.0,0.0,0.15867158671586715,0.4777777777777778,0.2663968951685972,0.34130434782608693,0.7008928571428571,0.48365187369784174,0.20168067226890757,0.5714285714285714,0.3244855449450074,0.7970802121883388,0.8296900086451773,0.8296900086451773,0.7920776687418728
3,103,227,109,4367,6511,7267,0,0,0,396,542,363,389,460,220,141,357,138,0.2775330396475771,0.5779816513761468,0.4154678307359856,0.9674397174013208,0.8667951011421494,0.8911337644648273,0.0,0.0,0.0,0.17343173431734318,0.25895316804407714,0.28667122357566577,0.34130434782608693,0.7136363636363636,0.4830203677385032,0.21008403361344538,0.5434782608695652,0.33497045468432746,0.79505394860837,0.8259849326911202,0.8259849326911202,0.7896298336010358
5,103,227,85,4367,6511,7500,0,0,0,396,542,140,389,460,218,141,357,154,0.2555066079295154,0.6823529411764706,0.3907239159005265,0.9754262018123177,0.8468,0.8968193237411765,0.0,0.0,0.0,0.13837638376383765,0.5357142857142857,0.23720353969805968,0.34347826086956523,0.7247706422018348,0.4858728674763634,0.2184873949579832,0.5064935064935064,0.3459110158166387,0.79942926241018,0.829937013708781,0.829937013708781,0.7908411777189372
8,103,227,82,4367,6511,7299,0,0,0,396,542,125,389,460,212,141,357,379,0.2422907488986784,0.6707317073170732,0.3765860191107984,0.9705114421747811,0.8657350321961913,0.9033491220582752,0.0,0.0,0.0,0.13837638376383765,0.6,0.2378046194558315,0.34347826086956523,0.7452830188679245,0.4884015267320443,0.6554621848739496,0.6174142480211082,0.7382144302370223,0.8246886460927699,0.8448808200568112,0.8448808200568112,0.8131763020496479
12,103,227,80,4367,6511,7498,0,0,0,396,542,126,389,460,211,141,357,182,0.23788546255506607,0.675,0.3700250811043819,0.9772692366763938,0.8486263003467591,0.899040138744419,0.0,0.0,0.0,0.13837638376383765,0.5952380952380952,0.2373041683146123,0.34130434782608693,0.7440758293838863,0.4841124441255193,0.2549019607843137,0.5,0.3902886630542025,0.8054865716553519,0.832407064344819,0.832407064344819,0.793910049772782
15,103,227,75,4367,6511,7306,0,0,0,396,542,125,389,460,212,141,357,379,0.22026431718061673,0.6666666666666666,0.34940936584678,0.9708186146521272,0.8651793046810841,0.9033409157630624,0.0,0.0,0.0,0.13837638376383765,0.6,0.2377948327925762,0.34347826086956523,0.7452830188679245,0.48836024772296177,0.6582633053221288,0.6200527704485488,0.7398928899772069,0.8242441415142951,0.8446338149932073,0.8446338149932073,0.8124788074136744
20,103,227,74,4367,6511,7308,0,0,0,396,542,124,389,460,212,141,357,379,0.21585903083700442,0.6621621621621622,0.34380264210095174,0.9706650284134541,0.8648056923918993,0.9029918508587209,0.0,0.0,0.0,0.13837638376383765,0.6048387096774194,0.2377752447038333,0.34347826086956523,0.7452830188679245,0.4882776381926588,0.6526610644257703,0.6147757255936676,0.7361529444176342,0.8239086547283947,0.8441398048659997,0.8441398048659997,0.8118700306352036
30,103,227,73,4367,6511,7308,0,0,0,396,542,124,389,460,212,141,357,380,0.21145374449339208,0.6575342465753424,0.3382313924668836,0.9711257871294732,0.865216201423098,0.90347387116946,0.0,0.0,0.0,0.13837638376383765,0.6048387096774194,0.2377948327925762,0.34347826086956523,0.7452830188679245,0.48836024772296177,0.6582633053221288,0.618421052631579,0.7398928899772069,0.8242697352787789,0.8446338149932073,0.8446338149932073,0.8122723448588784
50,103,227,16,4367,6511,7412,0,0,0,396,542,124,389,460,217,141,357,328,0.03524229074889868,0.5,0.06765625251660495,0.9765013054830287,0.8577981651376146,0.9048692844975291,0.0,0.0,0.0,0.13837638376383765,0.6048387096774194,0.23773109940243334,0.34347826086956523,0.728110599078341,0.48809151523571914,0.6358543417366946,0.6920731707317073,0.7249300042269985,0.8161599890556288,0.8430282820797826,0.8430282820797826,0.8051295844236471
