K,west_germany_learning_set,west_germany_expected,west_germany_result,usa_learning_set,usa_expected,usa_result,france_learning_set,france_expected,france_result,uk_learning_set,uk_expected,uk_result,canada_learning_set,canada_expected,canada_result,japan_learning_set,japan_expected,japan_result,west_germany_recall,west_germany_precision,west_germany_f1,usa_recall,usa_precision,usa_f1,france_recall,france_precision,france_f1,uk_recall,uk_precision,uk_f1,canada_recall,canada_precision,canada_f1,japan_recall,japan_precision,japan_f1,accuracy,recall,precision,f1
1,120,210,115,4415,6463,7274,0,0,0,388,550,148,341,508,229,132,366,331,0.30952380952380953,0.5652173913043478,0.45202961960491816,0.9670431688070555,0.8592246356887545,0.8977468198639122,0.0,0.0,0.0,0.14909090909090908,0.5540540540540541,0.2531313401617074,0.33070866141732286,0.7336244541484717,0.47421130822336804,0.5956284153005464,0.6586102719033232,0.6962288510270441,0.8139220432980244,0.8377176732123008,0.8377176732123008,0.8067191871112519
2,120,210,140,4415,6463,7378,0,0,0,388,550,122,341,508,188,132,366,269,0.3476190476190476,0.5214285714285715,0.49073041438304865,0.9721491567383568,0.851585795608566,0.8978700380630205,0.0,0.0,0.0,0.10727272727272727,0.48360655737704916,0.19009818427195918,0.28937007874015747,0.7819148936170213,0.4296799314304163,0.5245901639344263,0.7137546468401487,0.644102649687527,0.8074261541653057,0.8341360997900457,0.8341360997900457,0.79838957877283
3,120,210,118,4415,6463,7294,0,0,0,388,550,125,341,508,227,132,366,333,0.3,0.5338983050847458,0.4421825426903878,0.9701377069472381,0.8596106388812723,0.9007113982186212,0.0,0.0,0.0,0.13454545454545455,0.592,0.23196156664466697,0.3484251968503937,0.7797356828193832,0.4926421349289875,0.6065573770491803,0.6666666666666666,0.7046386524053697,0.8192525540360266,0.8405582314437446,0.8405582314437446,0.8089286048698022
5,120,210,119,4415,6463,7267,0,0,0,388,550,151,341,508,234,132,366,326,0.319047619047619,0.5630252100840336,0.46290636597216833,0.9701377069472381,0.8628044585110775,0.9021275817195594,0.0,0.0,0.0,0.1618181818181818,0.5894039735099338,0.2715187020677181,0.35236220472440943,0.7649572649572649,0.4969945928092722,0.6038251366120219,0.6779141104294478,0.7036534054083806,0.8219621526393321,0.8430282820797826,0.8430282820797826,0.8135119900174744
8,120,210,54,4415,6463,7293,0,0,0,388,550,164,341,508,229,132,366,357,0.17142857142857143,0.6666666666666666,0.2848344666146472,0.9707566145752746,0.8602769779240368,0.9015453272298259,0.0,0.0,0.0,0.16545454545454547,0.5548780487804879,0.2765393094968544,0.35236220472440943,0.7816593886462883,0.49673673225239895,0.639344262295082,0.6554621848739496,0.7266408453496336,0.8203205093551313,0.8415462516981598,0.8415462516981598,0.8097927772608245
12,120,210,40,4415,6463,7287,0,0,0,388,550,170,341,508,234,132,366,366,0.12857142857142856,0.675,0.2230502344248903,0.9701377069472381,0.8604363935776039,0.9010658061976259,0.0,0.0,0.0,0.17272727272727273,0.5588235294117647,0.28660333335917165,0.35236220472440943,0.7649572649572649,0.49667216705426026,0.6557377049180327,0.6557377049180327,0.7369706675178636,0.8198964608455991,0.8411757441027541,0.8411757441027541,0.8089541080902963
15,120,210,36,4415,6463,7276,0,0,0,388,550,175,341,508,237,132,366,373,0.12380952380952381,0.7222222222222222,0.21584496611650947,0.9696735262262107,0.8613249037932931,0.9007947059998114,0.0,0.0,0.0,0.17272727272727273,0.5428571428571428,0.286596163877454,0.35236220472440943,0.7552742616033755,0.4966506364126944,0.6639344262295082,0.6514745308310992,0.7420710752907321,0.8199456529125412,0.8410522415709522,0.8410522415709522,0.8087795547422384
20,120,210,36,4415,6463,7276,0,0,0,388,550,176,341,508,237,132,366,372,0.11904761904761904,0.6944444444444444,0.2085574115101873,0.9690546185981742,0.8607751511819681,0.9002443106683345,0.0,0.0,0.0,0.1781818181818182,0.5568181818181818,0.2940341729401698,0.35236220472440943,0.7552742616033755,0.49656446926527237,0.6584699453551912,0.6478494623655914,0.7384548753560315,0.8195708736004341,0.8405582314437446,0.8405582314437446,0.8084875961653383
30,120,210,31,4415,6463,7288,0,0,0,388,550,180,341,508,237,132,366,361,0.09523809523809523,0.6451612903225806,0.1710653829211503,0.9688998916911651,0.8592206366630076,0.8994688371041343,0.0,0.0,0.0,0.17454545454545456,0.5333333333333333,0.2889921667502379,0.35236220472440943,0.7552742616033755,0.4963487388434821,0.6530054644808743,0.6620498614958449,0.7345334186240918,0.81609852454688,0.8393232061257255,0.8393232061257255,0.8063629624402864
50,120,210,10,4415,6463,7348,0,0,0,388,550,177,341,508,229,132,366,333,0.0380952380952381,0.8,0.07288294845142501,0.9727680643663933,0.855606967882417,0.901203281283199,0.0,0.0,0.0,0.17454545454545456,0.5423728813559322,0.28899948667548636,0.3425196850393701,0.759825327510917,0.48652317661485955,0.6338797814207651,0.6966966966966966,0.7223223091168856,0.8196955879382933,0.8394467086575275,0.8394467086575275,0.8040330594833595
