Summary,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,T
almost_none Block Groups that are aged are practically worthless,0.8352329418988498,0.824740928903386,0.15135967162647512,0.029740328373524888,1.0,0.8,0.8,0.824740928903386,0.5,0.5,1.0,0.6605286181550566
around 20 % Block Groups that are aged are practically worthless,0.04331469597704526,0.824740928903386,0.15135967162647512,0.029740328373524888,1.0,0.6283077811150161,0.6283077811150161,0.824740928903386,0.5,0.5,1.0,0.5573192832739864
nearly 1/3 Block Groups that are aged are practically worthless,0.0,0.824740928903386,0.15135967162647512,0.029740328373524888,1.0,0.8,0.8,0.824740928903386,0.5,0.5,1.0,0.5845983507097067
approximately half Block Groups that are aged are practically worthless,0.0,0.824740928903386,0.15135967162647512,0.029740328373524888,1.0,0.7,0.7,0.824740928903386,0.5,0.5,1.0,0.5664165325278884
most Block Groups that are aged are practically worthless,0.0,0.824740928903386,0.15135967162647512,0.029740328373524888,1.0,0.55,0.55,0.824740928903386,0.5,0.5,1.0,0.5391438052551611
almost all Block Groups that are aged are practically worthless,0.0,0.824740928903386,0.15135967162647512,0.029740328373524888,1.0,0.8,0.8,0.824740928903386,0.5,0.5,1.0,0.5845983507097067
