K,west_germany_learning_set,west_germany_expected,west_germany_result,usa_learning_set,usa_expected,usa_result,france_learning_set,france_expected,france_result,uk_learning_set,uk_expected,uk_result,canada_learning_set,canada_expected,canada_result,japan_learning_set,japan_expected,japan_result,west_germany_recall,west_germany_precision,west_germany_f1,usa_recall,usa_precision,usa_f1,france_recall,france_precision,france_f1,uk_recall,uk_precision,uk_f1,canada_recall,canada_precision,canada_f1,japan_recall,japan_precision,japan_f1,accuracy,recall,precision,f1
1,42,288,147,2208,8670,9709,0,0,0,182,756,460,209,640,301,57,441,178,0.2604166666666667,0.5102040816326531,0.3949182438164412,0.9554786620530565,0.8532289628180039,0.8806944412876727,0.0,0.0,0.0,0.1865079365079365,0.3065217391304348,0.3036725487487584,0.3328125,0.707641196013289,0.4729212190805714,0.23582766439909297,0.5842696629213483,0.3659837193425554,0.7861711537491177,0.8167670217693377,0.782121547705322,0.8167670217693377
2,42,288,172,2208,8670,9314,0,0,0,182,756,503,209,640,339,57,441,467,0.3125,0.5232558139534884,0.45348003599774245,0.9410611303344867,0.8759931286235774,0.87990691405629,0.0,0.0,0.0,0.2208994708994709,0.3320079522862823,0.34859702658548114,0.3484375,0.6578171091445427,0.49016092155143676,0.6349206349206349,0.5995717344753747,0.7180458429481018,0.8042584711690225,0.8262158406669754,0.8016022004508604,0.8262158406669754
3,42,288,137,2208,8670,9660,0,0,0,182,756,224,209,640,308,57,441,466,0.2986111111111111,0.6277372262773723,0.4410425364940167,0.9664359861591696,0.8673913043478261,0.9006564779317336,0.0,0.0,0.0,0.17989417989417988,0.6071428571428571,0.29652928842532467,0.3453125,0.7175324675324676,0.48997986388791975,0.63718820861678,0.6030042918454935,0.7258822517834598,0.8230862993782471,0.8432607688744789,0.814598354993305,0.8432607688744789
5,42,288,136,2208,8670,9645,0,0,0,182,756,246,209,640,309,57,441,459,0.2916666666666667,0.6176470588235294,0.43334819134855207,0.9651672433679354,0.8675997926386729,0.8997884027846933,0.0,0.0,0.0,0.18783068783068782,0.5772357723577236,0.3071914153990228,0.3421875,0.7087378640776699,0.4867329531399546,0.6439909297052154,0.6187363834422658,0.7300677338239735,0.8210113735181711,0.8427049559981473,0.8144210654858062,0.8427049559981473
8,42,288,142,2208,8670,9626,0,0,0,182,756,246,209,640,314,57,441,467,0.3055555555555556,0.6197183098591549,0.44854507696340123,0.9643598615916955,0.8685850820693954,0.8996484064613195,0.0,0.0,0.0,0.18518518518518517,0.5691056910569106,0.30366831052178495,0.353125,0.7197452229299363,0.4977610956026577,0.6485260770975056,0.6124197002141327,0.7331132582847468,0.8216831373496721,0.8430754979157017,0.8152455726752055,0.8430754979157017
12,42,288,141,2208,8670,9693,0,0,0,182,756,246,209,640,316,57,441,399,0.3020833333333333,0.6170212765957447,0.44465060576286475,0.966320645905421,0.8643350871763128,0.8999191200325718,0.0,0.0,0.0,0.18386243386243387,0.5650406504065041,0.30182220579286223,0.353125,0.7151898734177216,0.4975833417097903,0.5895691609977324,0.6516290726817042,0.6935479847815018,0.8192448360560904,0.842056507642427,0.8136029395742859,0.842056507642427
15,42,288,138,2208,8670,9663,0,0,0,182,756,256,209,640,313,57,441,425,0.2986111111111111,0.6231884057971014,0.44108053793716406,0.9656286043829296,0.8663975990893097,0.900464078614374,0.0,0.0,0.0,0.18783068783068782,0.5546875,0.3072467638807341,0.3515625,0.7188498402555911,0.4962869615821789,0.63718820861678,0.6611764705882353,0.7259851945080967,0.8209478384684455,0.8435386753126447,0.8155735466602156,0.8435386753126447
20,42,288,33,2208,8670,9752,0,0,0,182,756,267,209,640,319,57,441,424,0.06944444444444445,0.6060606060606061,0.12828582137578412,0.9687427912341408,0.8612592288761279,0.8999064730297,0.0,0.0,0.0,0.1931216931216931,0.5468164794007491,0.31405705449668503,0.3515625,0.7053291536050157,0.4957081740535058,0.6349206349206349,0.660377358490566,0.7232782767316911,0.8149785364270495,0.840203798054655,0.8071126931316478,0.840203798054655
30,42,288,0,2208,8670,9789,0,0,0,182,756,245,209,640,342,57,441,419,0.0,0.0,0.0,0.9701268742791234,0.8592297476759628,0.8997045219270152,0.0,0.0,0.0,0.19047619047619047,0.5877551020408164,0.310454925321962,0.3453125,0.6461988304093568,0.48922642327031457,0.6326530612244898,0.665871121718377,0.7212914664542488,0.7967652788914543,0.8388142658638258,0.8028102432839231,0.8388142658638258
50,42,288,0,2208,8670,9822,0,0,0,182,756,198,209,640,406,57,441,369,0.0,0.0,0.0,0.9718569780853518,0.857870087558542,0.8983620689706143,0.0,0.0,0.0,0.16534391534391535,0.6313131313131313,0.27604041457008416,0.3234375,0.5098522167487685,0.46629792980591034,0.5850340136054422,0.6991869918699187,0.6880848658352716,0.7920012291374833,0.8352014821676702,0.7966060020657109,0.8352014821676702
