Summary,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,T
almost_none Block Groups are in wealthy area,0.0,0.0,1.0,0.0,1.0,0.8,0.8,0.0,0.0,0.0,1.0,0.4181818181818182
around 20 % Block Groups are in wealthy area,0.0037117349927276713,0.0,1.0,0.0,1.0,0.6283077811150161,0.6283077811150161,0.0,0.0,0.0,1.0,0.38730248156570546
nearly 1/3 Block Groups are in wealthy area,0.9191549206349234,0.0,1.0,0.0,1.0,0.8,0.8,0.0,0.0,0.0,1.0,0.5017413564213568
approximately half Block Groups are in wealthy area,0.172760571428569,0.0,1.0,0.0,1.0,0.7,0.7,0.0,0.0,0.0,1.0,0.41570550649350624
most Block Groups are in wealthy area,0.0,0.0,1.0,0.0,1.0,0.55,0.55,0.0,0.0,0.0,1.0,0.3727272727272727
almost all Block Groups are in wealthy area,0.0,0.0,1.0,0.0,1.0,0.8,0.8,0.0,0.0,0.0,1.0,0.4181818181818182
