Summary,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,T
few Block Groups are in wealthy area,0.0,0.0,1.0,0.0,1.0,0.965,0.965,0.0,0.0,0.0,1.0,0.4481818181818181
hundreds Block Groups are in wealthy area,0.0,0.0,1.0,0.0,1.0,0.91,0.91,0.0,0.0,0.0,1.0,0.43818181818181823
around 1000 Block Groups are in wealthy area,0.0,0.0,1.0,0.0,1.0,0.7769846686690097,0.7769846686690097,0.0,0.0,0.0,1.0,0.41399721248527455
close to 2000-3000 Block Groups are in wealthy area,0.5514929523809542,0.0,1.0,0.0,1.0,0.65,0.65,0.0,0.0,0.0,1.0,0.441044813852814
approximately 5000 Block Groups are in wealthy area,0.2525307472950941,0.0,1.0,0.0,1.0,0.4052924497840259,0.4052924497840259,0.0,0.0,0.0,1.0,0.3693741497148315
nearly 6000 Block Groups are in wealthy area,0.06666856817068195,0.0,1.0,0.0,1.0,0.25661556223003246,0.25661556223003246,0.0,0.0,0.0,1.0,0.3254454266027952
above 7500 Block Groups are in wealthy area,0.0,0.0,1.0,0.0,1.0,0.6,0.6,0.0,0.0,0.0,1.0,0.38181818181818183
